"","COI.0421.2Brn.Up.1","COI.0421.2Brn.Up.3","COI.0421.3Chk.Dn.1","COI.0421.4Pad.Up11.3","COI.0421.5Sqm.Dn.2","COI.0421.5Sqm.Up.2","COI.0821.3Chk.Up.2","COI.0821.4Pad.Dn.1","COI.0821.4Pad.Up11.1","COI.0821.4Pad.Up5.2","COI.Kangaroo.Run.2"
"NA__NA__NA__NA__NA__NA__NA__Seq_00262",92,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00263",40,48,0,4,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00264",25,67,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00265",20,40,0,10,9,12,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00266",24,25,26,0,8,7,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00267",14,21,0,0,0,0,0,0,10,45,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00268",25,64,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00269",26,23,16,0,0,7,16,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00270",21,52,0,0,0,5,10,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00271",32,26,29,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00272",15,20,0,0,0,0,0,0,6,46,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00273",12,27,0,0,0,0,0,4,16,28,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00274",22,23,0,0,0,0,0,0,18,23,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00275",19,67,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00276",31,44,6,4,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00277",28,57,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00278",16,30,0,0,0,0,0,0,0,39,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00279",31,53,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00280",3,0,22,0,31,21,7,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00281",29,45,0,0,6,3,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00282",48,34,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00283",40,42,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00284",18,62,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00285",43,36,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00286",37,42,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00287",19,59,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00288",11,42,14,0,0,11,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00289",21,56,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00290",17,35,0,0,0,0,0,0,5,20,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00291",32,44,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00292",26,50,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00293",13,22,0,0,0,0,0,0,0,41,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00294",5,29,0,0,0,11,17,2,0,12,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00295",56,19,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00296",17,58,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00297",17,0,0,0,39,19,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00298",9,32,22,0,11,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00299",8,66,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00300",6,10,0,58,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00301",31,42,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00302",31,42,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00303",24,49,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00304",15,25,0,0,14,7,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00305",18,49,0,0,0,0,0,5,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00306",30,41,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00307",27,44,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00308",19,52,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00309",14,19,0,30,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00310",7,48,0,0,0,0,0,0,0,16,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_00311",29,41,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00312",26,33,0,0,0,6,0,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00313",31,38,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00314",30,27,0,0,0,0,0,0,0,12,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00315",23,46,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00316",20,49,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00317",10,0,16,0,25,18,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00318",9,50,0,0,0,4,6,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00319",8,25,0,0,0,0,0,0,0,36,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00320",6,37,19,0,0,7,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00321",3,0,0,0,0,0,0,0,0,66,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00322",34,34,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00323",27,41,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00324",24,44,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00325",21,47,0,0,0,0,0,0,0,0,0
"Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Seq_00326",67,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00327",24,43,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00328",16,51,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00329",14,45,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00330",8,24,0,26,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00331",4,40,23,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00332",23,43,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00333",5,61,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00334",64,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00335",5,0,0,0,2,0,0,0,0,57,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00336",21,42,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00337",14,37,0,12,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00338",8,55,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00339",6,3,0,0,46,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00340",36,26,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00341",25,37,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00342",19,43,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00343",14,34,0,0,0,0,3,0,0,11,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00344",7,53,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00345",28,33,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00346",24,25,0,0,0,10,2,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00347",24,37,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00348",19,42,0,0,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_00349",17,44,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00350",26,34,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00351",14,26,0,0,0,0,0,20,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00352",11,23,21,0,0,0,5,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00353",10,29,10,3,8,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00354",22,37,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00355",21,38,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00356",19,40,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00357",26,28,4,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00358",26,32,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00359",16,42,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00360",16,42,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00361",11,47,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00362",34,0,0,0,0,23,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00363",22,35,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00364",17,40,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00365",14,43,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00366",12,45,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00367",3,44,0,0,4,0,6,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00368",24,32,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00369",16,40,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00370",24,31,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00371",23,32,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00372",21,34,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00373",14,28,0,13,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00374",13,42,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00375",12,22,11,0,10,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00376",10,45,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00377",4,0,0,0,0,16,4,0,31,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00378",36,18,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00379",34,0,0,0,0,0,0,20,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00380",17,37,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00381",15,39,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00382",13,12,6,23,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00383",11,0,0,0,0,0,0,0,43,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00384",5,12,37,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00385",4,15,0,0,0,0,0,0,9,26,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00386",23,30,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00387",21,32,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00388",20,33,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00389",17,36,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00390",15,38,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00391",7,0,34,0,12,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00392",23,29,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00393",22,30,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00394",20,32,0,0,0,0,0,0,0,0,0
"Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Seq_00395",51,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00396",13,38,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00397",12,33,6,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00398",11,40,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00399",10,22,0,0,0,0,0,0,0,19,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00400",9,42,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00401",14,36,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00402",12,21,0,0,0,0,0,2,0,15,0
"Metazoa__Arthropoda__Insecta__Ephemeroptera__NA__NA__NA__Seq_00403",7,0,38,0,0,5,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00404",27,16,0,6,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00405",26,0,6,0,5,12,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00406",21,28,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00407",21,14,0,0,0,0,0,14,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00408",18,23,8,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00409",17,32,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00410",17,32,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00411",16,18,0,5,4,6,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_00412",12,27,0,0,0,0,3,0,0,7,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00413",12,37,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00414",10,19,0,0,8,0,0,0,0,12,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00415",8,41,0,0,0,0,0,0,0,0,0
"NA__NA__NA__Himatismenida__Cochliopodiidae__Cochliopodium__NA__Seq_00416",3,23,23,0,0,0,0,0,0,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_00417",24,24,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00418",20,28,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00419",18,30,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00420",10,21,0,0,7,0,0,0,0,10,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00421",7,18,17,0,6,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_00422",4,21,20,3,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00423",47,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00424",38,0,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00425",18,29,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00426",9,7,12,0,0,0,19,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00427",5,2,0,0,0,0,0,0,0,40,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00428",15,0,0,0,0,0,0,0,0,31,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00429",15,31,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00430",12,18,6,0,0,7,0,0,0,3,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00431",10,36,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00432",7,10,0,0,0,0,23,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00433",29,16,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00434",21,24,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00435",14,31,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00436",10,35,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00437",5,0,19,0,12,0,0,0,0,9,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_00438",44,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00439",20,24,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00440",17,27,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00441",16,28,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00442",14,30,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00443",11,33,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00444",10,34,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00445",10,25,0,0,0,0,0,0,0,9,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00446",9,12,16,0,0,7,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00447",9,33,2,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00448",9,28,0,0,0,0,7,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00449",3,23,0,0,0,0,0,0,0,18,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00450",43,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00451",20,23,0,0,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_00452",18,20,0,0,0,0,0,0,5,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00453",17,26,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00454",17,26,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00455",10,33,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00456",7,26,0,0,0,4,0,0,6,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00457",18,24,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00458",15,27,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00459",15,27,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00460",11,21,0,0,0,0,5,0,0,5,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00461",2,5,0,0,0,0,0,0,18,17,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00462",14,27,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00463",11,0,0,0,0,0,0,0,0,30,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00464",11,30,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00465",8,13,0,0,6,6,8,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00466",6,0,0,0,3,0,0,0,0,32,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_00467",4,37,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00468",32,0,0,0,0,0,0,0,0,8,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00469",23,17,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00470",21,19,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00471",16,24,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00472",14,26,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00473",12,28,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00474",12,28,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00475",9,0,0,0,17,14,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00476",20,19,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00477",18,21,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00478",16,10,9,0,0,0,0,0,4,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00479",15,24,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00480",13,0,5,0,15,6,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00481",12,27,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00482",10,29,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00483",7,23,0,0,0,0,0,0,0,9,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_00484",4,35,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00485",2,0,0,0,0,0,0,0,14,23,0
"Metazoa__Nematoda__Chromadorea__Rhabditida__Aphelenchoididae__NA__NA__Seq_00486",38,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00487",16,22,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00488",15,23,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00489",13,4,0,0,0,0,0,0,0,21,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00490",11,6,12,0,9,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00491",7,31,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00492",3,0,8,0,0,12,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00493",37,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00494",37,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00495",23,14,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00496",18,19,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00497",18,19,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00498",17,20,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00499",11,9,0,0,0,5,0,0,0,12,0
"NA__NA__NA__Himatismenida__Cochliopodiidae__Cochliopodium__NA__Seq_00500",8,14,0,0,0,15,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_00501",4,13,0,5,8,7,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00502",2,4,0,0,0,0,0,0,0,31,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00503",36,0,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00504",36,0,0,0,0,0,0,0,0,0,0
"NA__Bacillariophyta__Bacillariophyceae__NA__NA__NA__NA__Seq_00505",19,17,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00506",15,21,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00507",12,24,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00508",12,24,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00509",12,24,0,0,0,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_00510",11,25,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00511",10,26,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00512",10,26,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00513",9,14,0,0,0,0,6,7,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00514",7,29,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00515",7,29,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00516",5,31,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00517",4,10,0,0,0,0,0,0,6,16,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00518",15,20,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00519",13,22,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00520",12,23,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00521",11,24,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00522",5,26,0,0,4,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00523",3,10,0,0,0,0,0,18,0,4,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00524",17,17,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00525",16,18,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00526",16,18,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00527",13,21,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00528",10,24,0,0,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_00529",9,11,14,0,0,0,0,0,0,0,0
